Categorie,Naam,Ingrediënten,URL
Kleine (eiwitrijke) maaltijden,Rundergehaktbal in jus met spinazie à la crème en gekookte aardappelen (kleine eiwitrijke maaltijd),"Aardappelen 30%, spinazie 24%, gehaktbal 21% (rundvlees, water, paneermeel (TARWEbloem, TARWEzemelen, water, gist, zout), zeezout, uit, rundereiwit, specerijen, antioxidant: natriumcitraat, zout, groentenpoeder (ui, knoflook), gekarameliseerde suiker), water, magereMELKpoeder, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), gemodificeerd maïszetmeel, rundvleesextract (rundvlees, zout), TARWEbloem, ROOM, zout, kleurstof: karamel, specerijen.",https://www.versaantafel.nl/rundergehaktbal-in-jus-met-romige-bladspinazie-en-gekookte-aardappelen-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Kip in rozemarijnsaus met broccoliroosjes en aardappelpuree (kleine eiwitrijke maaltijd),"Broccoli 32%, water, aardappelen 21%, gebakken kip 16% (gekookte kip, zout, dextrose), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen) volleMELKpoeder, uien, EIgeel, TARWEbloem, gemodificeerd zetmeel, bouillon (kippenfond (water, kippenvet, kippenvlees), zout, bruine suiker, zetmeel, gistextract, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, LACTOSE, maltodextrine, dextrose, uien, wortelen, specerijen), balsamico azijn, geroosterd kippenaroma, zout, tomatenconcentraat, kleurstof: karamel, knoflook, rozemarijn 0,01%, specerijen.",https://www.versaantafel.nl/kip-in-rozemarijnsaus-met-broccoliroosjes-en-aardappelpuree-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Kipfilet in jus met sperzieboontjes en aardappelblokjes (kleine eiwitrijke maaltijd),"Sperziebonen 28%, aardappelen 27%, kipfilet geroosterd 21% (kip, zetmeel, dextrose, maltodextrine, zout, d-xylose), water, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), uien, bouillon (kippenfond (water, kippenvet, kippenvlees), zout, bruine suiker, zetmeel, gistextract, zonnebloemolie, groente-extracten",https://www.versaantafel.nl/malse-kipfilet-in-jus-met-sperziebonen-en-gekookte-aardappelen-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Hollandse hachee met rode kool en gekookte aardappelen (kleine eiwitrijke maaltijd),"Aardappelen 28%, water, rode kool 17%, stoofvlees 9% (rundvlees, water, zetmeel, zout), uien, pulled beef 4% (rundsvlees, zout), appelmoes 3% (appelen, zuurteregelaar: citroenzuur, antioxidant: ascorbinezuur), appelsap uit concentraat, suiker, zetmeel, gedroogde appel, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), TARWEbloem, rundvleesextract (rundvlees, zout), zout, bouillon (groenten-extracten (wortelen, uien, bloemkool, tomaten, champignons), zout, plantaardige olie (zonnebloem, koolzaad), suiker, zetmeel, lavas, knoflook, kruiden, specerijen en specerij-extract), azijn, kleurstof: karamel, citroensap uit concentraat, laurier, specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/smaakvolle-hollandse-hachee-met-rode-kool-en-gekookte-aardappelen-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Hutspot met runderstoofvlees (kleine eiwitrijke maaltijd),"Aardappelen 28%, water, wortelen 16%, rundstoofvlees 12% (rundvlees, water, zetmeel, zout), uien, pulled beef 2,2% (rundsvlees, zout), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, BOTER, gemodificeerd zetmeel, rundvleesextract (rundvlees, zout), azijn, zout, suiker, tomatenconcentraat, bouillon (groenten-extracten (wortelen, uien, bloemkool, tomaten, champignons), zout, plantaardige olie (koolzaad, zonnebloem), suiker, zetmeel, lavas, knoflook, kruiden, specerijen, specerij-extract), kleurstof: karamel, kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/hutspot-naar-oud-hollands-recept-met-stukjes-runderstoofvlees-in-jus-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Rodekoolstamppot met gehaktballetjes in jus (kleine eiwitrijke maaltijd),"Aardappelen 33%, gehaktballetjes 21% (varkensvlees, rundsvlees, zetmeel, zout, voedingsvezel (erwt, bamboe), specerijen, dextrose, zuurteregelaar: natriumacetaten, antioxidanten: natriumascorbaat, natriumcitraten), rode kool 18%, water, uien, BOTER, appelmoes (appelen, zuurteregelaar: citroenzuur, antioxidant: ascorbinezuur), gemodificeerd zetmeel, appelen, suiker, azijn, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), rundvleesextract (rundvlees, zout), zout, tomatenconcentraat, bouillon (groente-extracten (wortelen, uien, bloemkool, tomaten, champignons), zout, plantaardige olie (zonnebloem, koolzaad), suiker, zetmeel, lavas, knoflook, kruiden, specerijen, specerij-extract), kleurstof: karamel, kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/stamppot-van-rode-kool-met-gehaktballetjes-in-jus-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Kruidige braadworst met spruitjes en gekookte krielaardappelen met peterselie (kleine eiwitrijke maaltijd),"Spruiten 27%, worst 26% (varkensvlees, water, TARWEbloem, natuurlijk aroma (SELDERIJ), paneermeel (TARWEbloem, zout, gist), specerijen en kruiden (MOSTERD), voedingsvezel, erwtenzetmeel, EIpoeder, dextrose, peterselie, antioxidanten : natriumascorbaat, ascorbinezuur, trinatriumcitraat, voedingszuren: citroenzuur, natriumacetaat), krielaardappelen 24%, water, gegrilde uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), BOTER,  fond (zetmeel, TARWEbloem, natuurlijk aroma, zout, sucrose, tomaat extract, wortelextract, dextrose, koolzaadolie, witte wijn extract, kalfsvlees, knoflook, peper, maltodextrine, oplosbare chicorei, tomaten, rundvet, rundsvlees), TARWEbloem, gemodificeerd zetmeel, zout, tomatenconcentraat, azijn, kleurstof: karamel, suiker, peterselie en specerijen.",https://www.versaantafel.nl/braadworst-met-spruitjes-en-aardappelpuree-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Kippenragout met worteltjes- en doperwtenmix en rijst (kleine eiwitrijke maaltijd),"Rijst gekookt 26%, erwten 17%, kippenvlees 14% (kip, zout, kippengelatine), wortelen 12%, water, halfvolle MELK, champignons 5%, ROOM, bouillon (kippenfond (water, kippenvet, kippenvlees), zout, bruine suiker, zetmeel, gistextract, zonnebloemolie, groente-extracten  (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), gemodificeerd zetmeel, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), TARWEbloem, suiker, citroensap uit sapconcentraat, zout, specerijen.",https://www.versaantafel.nl/romige-kippenragout-met-worteltjes-en-doperwtenmix-en-rijst-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Jachtschotel met rode kool en aardappelpuree (kleine eiwitrijke maaltijd),"Water, aardappelen 19%, stoofvlees 16% (rundvlees, water, zetmeel, zout), rode kool 15%, appel 3%, appelmoes 3% (appelen, zuurteregelaar: citroenzuur, antioxidant: ascorbinezuur), appelsap uit concentraat, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), uien, appel 1,5%, pulled beef 1,4% (rundsvlees, zout), suiker, volleMELKpoeder, champignons, veenbessen compote (veenbessen, suiker, water, verdikkingsmiddel: pectine, zuurteregelaar: calciumcitraat), zilverui, fond (zetmeel, natuurlijk aroma, dextrose, zout, oplosbare cichorei, tomaten, rundvet, rundsvlees, knoflook, zonnebloemolie, koolzaadolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, TARWEbloem, sucrose, witte wijn extract, kalfsvlees, maltodextrine, specerijen), gedroogde appel 0,8%, spekreepjes (varkensvlees, water, zout, dextrose, natuurlijk aroma, stabilisatoren: pentanatriumtrifosfaten, antioxidant: natriumascorbaat, conserveermiddel: natriumnitriet, rook), zetmeel, EIgeel, tomatenconcentraat, zout, TARWEbloem, mosterd (water, MOSTERDzaad, azijn, zout, voedingszuur: citroenzuur), kleurstof: karamel, citroensap uit concentraat, laurier, specerijen.",https://www.versaantafel.nl/jachtschotel-met-rode-kool-en-appeltjes-en-aardappelpuree-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Gehaktbal in jus met bloemkool- en broccoliroosjes en gekookte aardappelen (kleine eiwitrijke maaltijd),"Aardappelen 24%, gegaarde gehaktbal 21% (rundvlees, water, paneermeel (TARWEbloem, TARWEzemelen, water, gist, zout), zout, uit, rundereiwit, specerijen, antioxidant: natriumcitraat, groentenpoeder (ui, knoflook), gekarameliseerde suiker), broccoli 18%, bloemkool 17%, water, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), rundvleesextract (rundvlees, zout), TARWEbloem, gemodificeerd zetmeel, zout, kleurstof: karamel, specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/gehaktbal-bloemkool-broccoli-gekookte-aardappelen-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Varkenshaas in champignonroomsaus met groentenmix en gebakken gekruide aardappelblokjes (kleine eiwitrijke maaltijd),"Groenten in wisselende verhoudingen 38% (bloemkool, erwten, wortelen, romanobonen), gebakken aardappelblokjes 20% (aardappel, zonnebloemolie, kruiden, zout, knoflook, specerijen, dextrose), varkensvlees 16%, water, champignons 5%, ROOM 2%, uien, BOTER, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, TARWEbloem, gemodificeerd zetmeel, rundvleesextract (rundvlees, zout), bouillon (groente-extracten (wortelen, uien, bloemkool, tomaten, champignons), zout, plantaardige olie (zonnebloem, koolzaad, raapzaad), suiker, zetmeel, water, kruiden, specerij-extract, specerijen, lavas, knoflook), zout, knoflook, kruiden, peper.",https://www.versaantafel.nl/varkenshaas-in-champignonroomsaus-met-groentenmix-en-gebakken-gekruide-aardappelblokjes-kleine-eiwitrijke-maaltijd
Kleine (eiwitrijke) maaltijden,Bami goreng met kipstukjes in satésaus (kleine eiwitrijke maaltijd),"Mie gekookt 35% (water, harde TARWEgriesmeel), kip 16% (kip, zout, dextrose), water, PINDAnoten pasta 6%, omelet 4% (EI, water, koolzaadolie, zetmeel, zout, geconcentreerd citroensap), prei, ketjap manis (suiker, water, sojasaus (water, SOJAbonen, TARWE, zout, alcohol), zeezout, azijn, rodewijn extract), uien, witte kool, rode paprika, soja saus (water, SOJAbonen, zout, alcoholazijn), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), suiker, tomatenconcentraat, bouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), zetmeel, sambal (rode chilli, zout), kandijsuiker (suiker, kandijstroop, kleurstof: ammoniakkaramel), zout, knoflook, specerijenmix (zout, suiker, knoflook, uien, spinazie, specerijen), uienpoeder, specerijen Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/bami-goreng-met-kipstukjes-in-satesaus-kleine-eiwitrijke-maaltijd
Kleine (eiwitrijke) maaltijden,"Indonesische rijsttafel met babi ketjap, kipstukjes in kruidige saus en sambalboontjes (kleine eiwitrijke maaltijd)","Prinsessenbonen 23%, gekookte rijst 16%, kip 11% (kip, zout), water, varkensreepjes 8% (varkensvlees, water, zetmeel, zout, gemodificeerd zetmeel, TARWEvezel, varkenseiwit, gekaramelliseerd suiker, stabilisator: trifosfaten, zuurteregelaar: natriumcarbonaten), uien, ketjap manis 3% (suiker, water, sojasaus (water, SOJAbonen, TARWE, zout, alcohol), zeezout, alcoholazijn, rode wijn extract), prei, kokosmelk (kokosnootextract, water), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), rode paprika, tomaten, witte wijn, wortelen, gele wortelen, gemodificeerd zetmeel, Casonade (suiker, kandijsiroop), tomatenketchup 0,6% (tomaten, azijn, suiker, zout, extracten van kruiden en specerijen (SELDERIJ), specerijen), bouillon (zout, natuurlijk aroma, zetmeel, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, maltodextrine, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ), suiker, sambal 0,5% (rode chilli, zout), tomatenconcentraat, SESAMolie geroosterd, gember, rode chili, knoflook, citroensap, citroengras, limoensap, sojasaus (water, SOJAbonen, zout, alcoholazijn), knoflook, koriander, zout, limoenblad, specerijen.",https://www.versaantafel.nl/indonesische-rijsttafel-met-babi-ketjap-en-sambalboontjes-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Runderlapje in uienjus met snijboontjes en aardappelpuree (kleine eiwitrijke maaltijd),"Snijbonen 26%, water, aardappelen 20%, runderlapje 19% (rundsvlees, water, zetmeel, natuurlijk aroma, zout, gekaramelliseerde suiker, gemengde kruiden en specerijen, groentenpoeder (knoflook)), uien, koolzaadolie, sjalotten, volleMELKpoeder, gemodificeerd zetmeel, rundvleesextract (rundvlees, zout), EIgeel, BOTER, zout, azijn, suiker, tomatenconcentraat, groentebouillon (groente-extracten (wortelen, uien, bloemkool, tomaten, champignons, lavas, knoflook), zout, plantaardige olie (koolzaad, zonnebloem), suiker, zetmeel, kruiden, specerijen, specerij-extract), kleurstof: karamel, kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten bevatten.",https://www.versaantafel.nl/runderlapje-in-jus-met-snijbonen-en-aardappelpuree-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Lasagne bolognese (kleine eiwitrijke maaltijd),"Water, lasagne 11% (harde TARWEgriesmeel, water, EIEREN), tomaten 9%, bereid gehakt 8% (rundvlees, varkensvlees, zout, specerijen, antioxidanten: natriumascorbaat, ascorbinezuur), courgette, champignons, rode paprika, KAAS 4%, magere MELKpoeder, wortelen, tomatenconcentraat, uien, TARWEbloem, witte SELDERIJ, gemodificeerd zetmeel, olijfolie, zout, knoflook, sambal (rode chilli, zout), kruiden en specerijen.",https://www.versaantafel.nl/lasagne-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Nasi met kip in zoetzure saus (kleine eiwitrijke maaltijd),"Gekookte rijst 34%, groenten 33% (witte kool, rode parika, prei, uien, wortelen, tomaten), geroosterde kip 15% (kip, zout, dextrose), water, omelet (gehele EI (scharrel), water, koolzaadolie, zetmeel, zout, geconcentreerd citroensap), suiker, ketchup (tomaten, azijn, suiker, zout, extracten van kruiden en specerijen (SELDERIJ), specerijen), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), ananassap uit sapconcentraat, gemodificeerd zetmeel, zout, gember, bouillon (zout, natuurlijk aroma, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), soja saus (water, SOJAbonen, zout, alcoholazijn), ketjap manis (suiker, water, soja saus (water, SOJAbonen, TARWE, zout, alcohol), zeezout, azijn, rode wijnextract), SESAMolie geroosterd, vissaus (water, VISextract, zout, suiker, azijn), knoflook, rode chili, sambal (rode chilli, zout), azijn en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/kip-zoetzuur-nasi-goreng-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Preistamppot met kipstukjes in jus (kleine eiwitrijke maaltijd),"Aardappelen 29%, prei 23%, water, geroosterde kip 16% (kip, zout, dextrose), uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, BOTER, zout, fond (aardappelzetmeel, TARWEbloem, natuurlijk aroma, zout, sacharose, tomaat extract, wortelextract, dextrose, zonnebloemolie, witte wijn extract, kalfsvlees, knoflook, peper, maltodextrine, oplosbare chicorei, tomaten, rundvet, rundsvlees), TARWEbloem, gemodificeerd maïszetmeel, tomatenconcentraat, azijn, kleurstof: karamel, suiker, specerijen.",https://www.versaantafel.nl/kip-preistamppot-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,"Kip naar oma’s recept met groentenmix, zilveruitjes, spekreepjes en gebakken aardappelblokjes (kleine eiwitrijke maaltijd)","Gebakken aardappelkubus 31% (aardappel, zonnebloemolie, dextrose), groentenmix 27% (wortelen, prinsessenbonen, erwten), geroosterde kip 15% (kip, zout, dextrose), water, champignons, tomaten, bouillon (zetmeel, natuurlijk aroma, dextrose, zout, oplosbare cichorei, rundvet, rundsvlees, knoflook, TARWEbloem, sacharose, zonnebloemolie, witte wijn extract, kalfsvlees, maltodextrine, gistextract, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, specerijen), zilverui, spekreepjes (varkensvlees, water, zout, dextrose, natuurlijk aroma, stabilisatoren: pentanatriumtrifosfaat, antioxidant: natriumascorbaat, conserveermiddel: natriumnitiriet, rook), uien, witte wijn, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), tomatenconcentraat, gemodificeerd zetmeel, balsamico azijn, knoflook, kleurstof: karamel, peterselie, zout, peper. Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/kip-naar-oma-s-recept-gebakken-aardappelen-kl-eiwitrijk
Kleine (eiwitrijke) maaltijden,"Mexicaanse kipschotel met paprika, ananas en rijst (kleine eiwitrijke maaltijd)","Rijst Mexicaans 46% (gekookte rijst 40%, uien, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), rode paprika, groentebouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), zout, knoflook, uienpoeder, kruiden en specerijen), geroosterde kip 15% (kip, zout, dextrose), water, tomaten, rode paprika 3%, gegrilde gele paprika 3% (gele paprika, zonnebloemolie), ananas 2%, uien, tomatenconcentraat, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), suiker, zetmeel, knoflook, bouillon (zout, gistextract, zetmeel, zonnebloemolie, groente-extracten (SELDERIJ, uien, tomaten, wortelen), uienpoeder, knoflook, specerijen), zout, sambal (rode chilli, zout), citroensap uit sapconcentraat, knoflook, uienpoeder, kruiden en specerijen. Let op! Deze maaltijd kan door kruiscontaminatie sporen van gluten of melk (lactose) bevatten.",https://www.versaantafel.nl/mexicaanse-kipschotel-paprika-ananas-rijst-kl-eiwitrijk
Kleine (eiwitrijke) maaltijden,Kipstukjes in oma's jus met rabarbercompote en gebakken aardappelblokjes (kleine eiwitrijke maaltijd),"Aardappelkubus gebakken 26% (aardappel, zonnebloemolie, dextrose), water, rabarber 18%, kip 15% (kip, dextrose, zout), appelen, bier (water, mout (GERST), TARWE, hops, kruiden, natuurlijke sinaasappelschil, suiker, gist), champignons, suiker, uien, appelmoes (appelen, zuurteregelaar: citroenzuur, antioxidant: ascorbinezuur), gemodificeerd zetmeel, room (MELK), zilverui, wortelen, sinaasappelsap uit concentraat, bouillon (kippenfond (water, kippenvet, kippenextract, gedroogd kippenvlees), zout, bruine suiker, zetmeel, groente-extracten (wortelen, uien, bloemkool, tomaten, champignons), plantaardige olie (zonnebloem, koolzaad), suiker, kruiden, specerij-extract, specerijen, lavas, knoflook), TARWEbloem, kleurstof: karamel, rode wijnazijn (rode wijnazijn, conserveermiddel: kaliumdisulfiet), plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), zout, gember, peterselie, knoflook, specerijen.",https://www.versaantafel.nl/rabarbercompote-met-kipfilet-en-gebakken-aardappelblokjes-kl-eiwitrijk
Kleine (eiwitrijke) maaltijden,Varkensrollade in jus met andijvie à la crème en gekookte aardappelen (kleine eiwitrijke maaltijd),"Andijvie 25%, aardappelen 24%, varkensrollade 21% (varkensvlees, appelextract, specerijen, water, geroosterde knoflook, ui), water, ROOM, volleMELKpoeder, gemodificeerd maïszetmeel, rundvleesextract (rundvlees, zout), TARWEbloem, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), zout, tomatenconcentraat, kleurstof: karamel, groentebouillon (groenten-extracten (wortelen, uien, bloemkool, tomaten, champignons), zout, plantaardige olie (zonnebloem, koolzaad), suiker, maïszetmeel, kruiden, specerij-extract, specerijen, lavas, knoflook), knoflook, specerijen.",https://www.versaantafel.nl/varkensrollade-met-andijvie-en-aardappelen-kleine-maaltijd
Kleine (eiwitrijke) maaltijden,Hamlapje met tuinboontjes en aardappelpuree met bieslook (kleine eiwitrijke maaltijd),"Aardappelen 29%, tuinbonen 22%, hamlap 21% (varkensvlees, varkenseiwit, water, zout, gedroogde glucosestroop, dextrose, stabilisatoren: carrageen, tetranatriumdifosfaat, kleurstof: karamel), water, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), volleMELKpoeder, rundvleesextract (rundvlees, zout), TARWEbloem, gemodificeerd maïszetmeel, zout, EIgeel, bieslook 0,2%, kleurstof: karamel, specerijen.",https://www.versaantafel.nl/hamlapje-met-tuinboontjes-en-aardappelpuree-met-bieslook-kleine-maaltijd
Dieet maaltijden,Boerenkoolstamppot met twee gehaktballen in jus (zoutarm),"Aardappelen 34%, kalfsballetje 23% (kalfsvlees, rundvlees, zetmeel, voedingsvezels, paneermeel (TARWEbloem, TARWEzemelen, zout, gist, rijsmiddel: ammoniumcarbonaat), glucosestroop, kaliumchloride, specerijen en kruiden (paprika, nootmuskaat, koriander, peper, foelie, gember, chili), aroma, voedingszuur: natriumcitraat), boerenkool 20%, water, Luikse peren siroop (geconcentreerd sap van gekookte fruit: peren, appels, dadels, suiker), appelsap uit sapconcentraat, magereMELKpoeder, zonnebloemolie, groentebouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ), TARWEbloem, gemodificeerd zetmeel, tomatenconcentraat, balsamico azijn, kleurstof: karamel, specerijen, tijm.",https://www.versaantafel.nl/heerlijke-boerenkoolstamppot-met-twee-huisgemaakte-gehaktballen-zoutarm
Dieet maaltijden,Gehaktballen in uienjus met prei à la crème en gekookte aardappelen (zoutarm),"Aardappelen 32%, prei 27%, water, kalfsballetje 16% (kalfsvlees 65%, rundsvlees, paneermeel (TARWEbloem, zout, gist, rijsmiddel: ammoniumcarbonaten), voedingsvezel, kaliumchloride, glucosestroop, specerijen en kruiden, voedingszuur: natriumcitraten), uien 2%, zonnebloemolie, magere MELKpoeder, tomaten, bouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), gemodificeerd zetmeel, TARWEbloem, zetmeel, kleurstof: karamel, uienpoeder, witte peper.",https://www.versaantafel.nl/huisgemaakte-gehaktballen-in-uiensaus-met-prei-en-gekookte-aardappelen-zoutarm
Dieet maaltijden,Runderhamburger in jus met witlof à la crème en gekookte aardappelen (zoutarm),"Witloof 39%, aardappelen 26%, runderhamburger 16% (rundvlees 90%, MELK, EIEREN, varkensvlees), water, gemodificeerd zetmeel, magereMELKpoeder, TARWEbloem, ROOM,  rode wijn, groentebouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (bevat SELDERIJ)), tomatenconcentraat, suiker, kleurstof: karamel, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), basilicum, knoflook, specerijen.",https://www.versaantafel.nl/runderhamburger-in-jus-met-witlof-en-gekookte-aardappelen-zoutarm
Dieet maaltijden,Blinde vink in paprikasaus met bietjes en gekookte aardappelen (zoutarm),"Aardappelen 32%, rode biet 26%, water, blinde vink 16% (varkensvlees, rundsvlees, glucosestroop, zuurteregelaar: natriumacetaat, antioxidanten: natriumascorbaat, natriumcitraat), uien, rode paprika, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), zetmeel, tomatenconcentraat, TARWEbloem, gemodificeerd zetmeel, groentebouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), citroensap uit sapconcentraat, specerijen, kleurstof: karamel.",https://www.versaantafel.nl/blinde-vink-in-paprikasaus-met-bietjes-en-gekookte-aardappelen-zoutarm
Dieet maaltijden,Kruidig runderstoofpotje met spruitjes en gekookte aardappelen (zoutarm),"Aardappelen 32%, spruiten 31%, water, rundsvlees 15%, plantaardige oliën (zonnebloem, koolzaad, in wisselende verhoudingen), gemodificeerd zetmeel, maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad, zonnebloem), TARWEbloem, rode wijn, tomatenconcentraat, suiker, kleurstof: karamel, balsamico azijn (wijnazijn, druivenmost, kleurstof: sulfiet-ammoniakkaramel), knoflook, kruiden, specerijen (bevat SELDERIJ). Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/kruidig-rundstoofpotje-met-spruiten-en-gekookte-aardappelen-zoutarm
Dieet maaltijden,Kipfilet in uiensaus met appelmoes en gebakken aardappelblokjes (zoutarm),"Appelmoes 34% (appelen 95%, zuurteregelaar: citroenzuur, antioxidant: ascorbinezuur), gebakken aardappelen 30% (aardappelen, zonnebloemolie, dextrose), gebakken kippenfilet 16% (kip 96%, zout, dextrose), water, uien, plantaardige olie (zonnebloem, koolzaad), tomaten, TARWEbloem, zetmeel, maltodextrine, groentepoeders (prei, wortelen, uien), kleurstof: karamel, kruiden, specerijen (SELDERIJ). Let op! Deze maaltijd kan door kruiscontaminatie sporen van melk (lactose) bevatten.",https://www.versaantafel.nl/kipfilet-in-uiensaus-met-appelmoes-en-gebakken-aardappelblokjes-zoutarm
Dieet maaltijden,Alaska Pollakfilet in waterkerssaus met Parijse worteltjes en gekookte krielaardappelen (zoutarm),"Aardappelen 31%, wortelen 28%, ALASKA POLLAK MSC 20%, water, waterkers 2%, lente ui, zonnebloemolie, volleMELKpoeder, ROOM, uien, witte wijn, bouillon (maltodextrine, zetmeel, groentepoeders (prei, wortelen, uien), plantaardige olie (koolzaad/zonnebloem), kruiden en specerijen (SELDERIJ)), TARWEbloem, gemodificeerd zetmeel, suiker, peper.",https://www.versaantafel.nl/alaska-pollakfilet-in-waterkerssaus-met-parijse-worteltjes-en-gekookte-krielaardappelen-zoutarm
Dieet maaltijden,Kip in crèmesaus met broccoli en aardappelpuree (gemalen),"Broccoli 32%, aardappelen 24%, water, kippenvlees 14% (kip, zout), zonnebloemolie, volle MELKpoeder, champignons, EIgeel, ROOM 0,5%, TARWEbloem, gemodificeerd zetmeel, TARWEbloem, zetmeel, bouillon (zout, zetmeel, LACTOSE, gistextract, maltodextrine, dextrose, kippenvet en -vlees, uien, wortelen, zonnebloemolie, specerijen), zout, BOTER, citroensap uit concentraat, champignon extract (champignonsapconcentraat, maltodextrine), specerijen.",https://www.versaantafel.nl/kip-in-smaakvolle-cremesaus-met-broccoli-en-aardappelpuree-gemalen
